disease,pro_id,n_SNP,ivw_beta,ivw_se,ivw_pval,ivw_qvalue,wald_beta,wald_se,wald_pval,wald_qvalue
ad_eur,O00330,3,-0.0297724775212708,0.0350669186193542,0.395870762137926,0.945334763038493,,,,
ad_eur,O00339,1,,,,,0.0533779175633173,0.0351777103983166,0.129171033318949,0.599995192693519
ad_eur,O00391,1,,,,,0.0663077587262312,0.0360007847489118,0.0654982590814919,0.599995192693519
ad_eur,O00399,4,0.0172896555090499,0.0191368816835273,0.366274922734311,0.945334763038493,,,,
ad_eur,O00400,5,-0.0100613398148872,0.0214236715194123,0.638614685675359,0.945334763038493,,,,
ad_eur,O00401,2,-0.0124331006295617,0.0181811653191682,0.494072990730125,0.945334763038493,,,,
ad_eur,O00408,3,-0.0593671778520287,0.0211257740795479,0.00495141633296908,0.306068226407382,,,,
ad_eur,O00410,1,,,,,0.00136000432293898,0.0370117419377696,0.970688158595089,0.692276814765057
ad_eur,O00418,1,,,,,-0.00955001190137533,0.0256946273084338,0.710135962400832,0.65607198598387
ad_eur,O00423,3,0.0100826756910945,0.0205959796319328,0.624455325192298,0.945334763038493,,,,
ad_eur,O00429,4,0.000505066966049728,0.0168806345563808,0.976130931827034,0.952015415338449,,,,
ad_eur,O00442,3,-0.0485519496832242,0.0249544781304635,0.0517003163271101,0.684113491619702,,,,
ad_eur,O00443,1,,,,,0.00375156380950067,0.022644369490166,0.868414184636614,0.67313789513018
ad_eur,O00459,4,-0.0194469625606301,0.0272340393263072,0.475184983103012,0.945334763038493,,,,
ad_eur,O00461,1,,,,,0.489768792127958,0.73918788373706,0.507601589886346,0.604852434141932
ad_eur,O00462,2,0.0398554007986268,0.0229337809451948,0.082237788975384,0.786402233888869,,,,
ad_eur,O00468,1,,,,,-0.0167635415149549,0.0244813999537865,0.493504195021728,0.599995192693519
ad_eur,O00471,4,-0.00894920317280094,0.020653015632497,0.664787992625314,0.945334763038493,,,,
ad_eur,O00478,2,0.0315492841151394,0.0732971430541721,0.66688292771638,0.945334763038493,,,,
ad_eur,O00481,2,0.0364201406668077,0.01789877981229,0.0418726685722593,0.641477210930841,,,,
ad_eur,O00483,5,-0.00609723588262428,0.0213809699127787,0.775513018288324,0.945334763038493,,,,
ad_eur,O00487,3,0.0171073875742284,0.0263073446334547,0.515505297467923,0.945334763038493,,,,
ad_eur,O00499,3,0.0101375427965179,0.0180552494812066,0.574474840618478,0.945334763038493,,,,
ad_eur,O00501,4,-0.0233221065581599,0.0156536690906135,0.136255487877448,0.860228384073377,,,,
ad_eur,O00506,2,0.0233887620228328,0.0164061171818766,0.153980291351052,0.884491119823127,,,,
ad_eur,O00515,3,0.0265641048270934,0.0324956802973585,0.41366232930614,0.945334763038493,,,,
ad_eur,O00533,2,-0.0230749239184276,0.0164793107983072,0.161442664528368,0.894954400188439,,,,
ad_eur,O00534,3,0.0133924616112432,0.0159114318186044,0.399962603328639,0.945334763038493,,,,
ad_eur,O00541,3,-0.000878784754154003,0.021737745579828,0.967752964846909,0.951926090860146,,,,
ad_eur,O00560,3,-0.00790448847470355,0.0282143027198602,0.779355585001352,0.945334763038493,,,,
ad_eur,O00567,3,-0.0247319180072962,0.0295364918267702,0.402404678673834,0.945334763038493,,,,
ad_eur,O00584,6,-0.000992072631082335,0.0199106978427936,0.960260959341544,0.951657130424276,,,,
ad_eur,O00602,4,-0.0321012988633919,0.0322796831062944,0.319992258468579,0.942578991033187,,,,
ad_eur,O00629,3,-0.0414955379070865,0.0667684644586606,0.534281164039253,0.945334763038493,,,,
ad_eur,O00635,2,0.0196878471846621,0.0431451642380487,0.648162453049827,0.945334763038493,,,,
ad_eur,O00712,5,-0.0299589866291392,0.0145969957455926,0.0401300557463653,0.633878176928468,,,,
ad_eur,O00743,1,,,,,-0.03260853093243,0.0230322123213575,0.156840113033816,0.599995192693519
ad_eur,O00748,1,,,,,-0.145753273857303,0.0988745166709346,0.140448273464404,0.599995192693519
ad_eur,O00750,5,-0.00686060284832474,0.0220754921363194,0.755968515507911,0.945334763038493,,,,
ad_eur,O00754,3,0.0126390647651883,0.0266389647933724,0.635173480468184,0.945334763038493,,,,
ad_eur,O00757,1,,,,,0.00433427616164663,0.0345712862747077,0.900228942693912,0.677968702036605
ad_eur,O00763,3,-0.0083848177125449,0.0221526157579584,0.705057428588777,0.945334763038493,,,,
ad_eur,O00764,2,-0.0308564042739316,0.0247701447437446,0.212871069860826,0.912351834964118,,,,
ad_eur,O14494,3,-0.0150569968952599,0.0168518601515531,0.371593923865657,0.945334763038493,,,,
ad_eur,O14495,3,0.0173721969299674,0.0245536585991621,0.479243580710221,0.945334763038493,,,,
ad_eur,O14497,1,,,,,0.0220750179726119,0.0199147976077637,0.267657538718039,0.599995192693519
ad_eur,O14498,3,-0.0138137889456635,0.016602263676421,0.405384956800605,0.945334763038493,,,,
ad_eur,O14521,2,0.00782771671978727,0.0222512376118626,0.724997314521893,0.945334763038493,,,,
ad_eur,O14530,2,-0.0168962173489617,0.0264964918422088,0.523683618448891,0.945334763038493,,,,
ad_eur,O14531,3,0.051907529146127,0.0439358021784633,0.237427839896293,0.922899182594697,,,,
ad_eur,O14548,3,0.0297336574986669,0.0225038252831918,0.186410934558386,0.91036389705861,,,,
ad_eur,O14558,5,-0.0302805731421076,0.0240710852917257,0.208404559585798,0.912351834964118,,,,
ad_eur,O14561,4,-0.0298648775790979,0.0217966649499862,0.170637546786921,0.897410956767595,,,,
ad_eur,O14562,3,0.0606163600309614,0.0173919921031279,0.000491580281236317,0.0969479797938717,,,,
ad_eur,O14569,1,,,,,-0.249274095160634,0.593267641401842,0.674360246531402,0.65607198598387
ad_eur,O14579,4,0.00497154645214488,0.0225525960139198,0.82552669400182,0.945334763038493,,,,
ad_eur,O14617,3,-0.0182050483358622,0.0290231963709796,0.530489763223333,0.945334763038493,,,,
ad_eur,O14618,3,-0.0121192005452175,0.0409879927358715,0.767476878780068,0.945334763038493,,,,
ad_eur,O14638,2,-0.025869776656581,0.0188363595810853,0.169629342663886,0.897410956767595,,,,
ad_eur,O14639,2,-0.0128005623587947,0.0321420084377639,0.690445740899785,0.945334763038493,,,,
ad_eur,O14653,1,,,,,-0.0145387565278303,0.0531442104456007,0.784413719164982,0.665214747085961
ad_eur,O14656,2,0.012766535655447,0.0333680938062222,0.702018526760046,0.945334763038493,,,,
ad_eur,O14657,4,-0.024879303269309,0.0148668978413009,0.0942348639775656,0.821640055176091,,,,
ad_eur,O14662,3,0.00628115600237265,0.0146040612340129,0.66712542700362,0.945334763038493,,,,
ad_eur,O14672,4,0.0312397316391894,0.0339456603857577,0.357423082646707,0.945334763038493,,,,
ad_eur,O14681,4,-0.0016429194939016,0.0161361322981015,0.918902575559593,0.949165525314827,,,,
ad_eur,O14683,3,0.0155743041409603,0.0195080055905539,0.42466479669553,0.945334763038493,,,,
ad_eur,O14684,3,0.0107962678403096,0.0280582577136403,0.700400116080879,0.945334763038493,,,,
ad_eur,O14732,4,-0.0201025835088885,0.0237419203813798,0.397155325133653,0.945334763038493,,,,
ad_eur,O14734,3,0.0233159815874101,0.0395256356243758,0.555260931777226,0.945334763038493,,,,
ad_eur,O14735,1,,,,,-0.106235930028808,0.0697426507366797,0.127694603077878,0.599995192693519
ad_eur,O14737,6,0.0396500073024128,0.0243371616424312,0.103271525629678,0.840074243239459,,,,
ad_eur,O14744,3,0.0186150587339532,0.0292602250590779,0.524652675887436,0.945334763038493,,,,
ad_eur,O14745,4,0.000208962089674539,0.0196613373131959,0.991520185848479,0.952775243306811,,,,
ad_eur,O14773,4,-0.031427310163578,0.0158390269559902,0.0472369757937165,0.660927738320563,,,,
ad_eur,O14776,3,0.0496940038741576,0.0279437106592846,0.0753445916532083,0.758865238243516,,,,
ad_eur,O14786,3,0.066226158872033,0.0459288554812119,0.149322341383245,0.880494442241827,,,,
ad_eur,O14787,1,,,,,0.0101389412156016,0.0152666597804031,0.506611535112789,0.604852434141932
ad_eur,O14791,5,0.00658579230765242,0.0185971488996846,0.723242106291871,0.945334763038493,,,,
ad_eur,O14818,6,-0.0168937121652415,0.0320021998565567,0.597574148383368,0.945334763038493,,,,
ad_eur,O14828,4,-0.0550478498577114,0.023299874947743,0.0181481582201753,0.544063324119011,,,,
ad_eur,O14841,2,0.00877473491710116,0.0215100910663664,0.683320852858828,0.945334763038493,,,,
ad_eur,O14874,2,-0.0585657321096898,0.0251082748669841,0.0196729778231808,0.544063324119011,,,,
ad_eur,O14879,2,-0.0204611156967659,0.0280123735309995,0.465126563929204,0.945334763038493,,,,
ad_eur,O14880,4,-0.00631792663526549,0.0340202652311258,0.852671651544038,0.945334763038493,,,,
ad_eur,O14896,3,0.0150031115548161,0.0152185484740388,0.324209771960398,0.945334763038493,,,,
ad_eur,O14907,4,0.0344151357909055,0.0198637459892229,0.0831738678526927,0.788113610249644,,,,
ad_eur,O14908,3,-0.0314321031901263,0.0256677595717672,0.22073529643782,0.91715838228927,,,,
ad_eur,O14924,3,0.0174840051708863,0.0236558116191552,0.459846410247521,0.945334763038493,,,,
ad_eur,O14929,4,-0.0234716843993938,0.0224793075137633,0.296417735551824,0.933122220846645,,,,
ad_eur,O14939,5,0.0119236389664184,0.0164854556211945,0.469506438505981,0.945334763038493,,,,
ad_eur,O14949,4,-0.0412022449282712,0.0986926708377108,0.676327137463477,0.945334763038493,,,,
ad_eur,O14964,2,0.0114870526986039,0.0358943203531722,0.748949952959415,0.945334763038493,,,,
ad_eur,O14972,4,-0.0273761838738643,0.0316037297300457,0.386362568909106,0.945334763038493,,,,
ad_eur,O14974,1,,,,,0.0287965837708486,0.0348354321638265,0.408437523187442,0.599995192693519
ad_eur,O14975,3,-0.00225554718656174,0.019932929989793,0.90990621979439,0.948992421090386,,,,
ad_eur,O14976,2,-0.00491133295200533,0.0244343617717939,0.840697734488437,0.945334763038493,,,,
ad_eur,O14979,4,0.00175989556469387,0.0206906958743069,0.932215804679474,0.949165525314827,,,,
ad_eur,O14980,4,-0.0292716735601224,0.0348872599696168,0.401449003585111,0.945334763038493,,,,
ad_eur,O14981,2,-0.0181030485838072,0.02945485001121,0.53881672186508,0.945334763038493,,,,
ad_eur,O14983,3,0.0385973366994574,0.0294415987809892,0.189864640863101,0.91036389705861,,,,
ad_eur,O15018,4,0.00139675821678542,0.0165197775608334,0.932618620325616,0.949165525314827,,,,
ad_eur,O15020,2,-0.0857177429561472,0.116476408803943,0.461777168561558,0.945334763038493,,,,
ad_eur,O15027,3,-0.0113953232651726,0.0209186526546761,0.585929179434843,0.945334763038493,,,,
ad_eur,O15031,3,0.00919387366990713,0.0164979425067171,0.577340267731528,0.945334763038493,,,,
ad_eur,O15037,6,0.00844998196815487,0.0125703840592067,0.501447782602896,0.945334763038493,,,,
ad_eur,O15042,5,0.0172132421412434,0.0261856804498089,0.510953804421406,0.945334763038493,,,,
ad_eur,O15047,1,,,,,0.0333528514288071,0.0274254839301554,0.223936825336191,0.599995192693519
ad_eur,O15061,3,0.0109563856796867,0.0166231139577393,0.509828030152005,0.945334763038493,,,,
ad_eur,O15067,4,0.0275492240554022,0.0258203461385135,0.285990816436944,0.933122220846645,,,,
ad_eur,O15075,2,0.0392298797635039,0.058176090710948,0.500101573292419,0.945334763038493,,,,
ad_eur,O15085,3,-0.00518510970568408,0.0207419909215316,0.802601815628278,0.945334763038493,,,,
ad_eur,O15118,3,0.0078594690830763,0.0271528190041457,0.772234624379084,0.945334763038493,,,,
ad_eur,O15120,4,0.0408008598252607,0.0175153976892885,0.0198363970774473,0.544063324119011,,,,
ad_eur,O15121,4,0.0109950953380371,0.0347032673613288,0.751371306140224,0.945334763038493,,,,
ad_eur,O15126,4,-0.00127768357260337,0.0204174057286998,0.95010242540477,0.949678793837086,,,,
ad_eur,O15127,3,0.0206024532269773,0.0288605711476575,0.475312770061495,0.945334763038493,,,,
ad_eur,O15143,3,-0.00313391569316609,0.0289459389137273,0.913783193943252,0.949165525314827,,,,
ad_eur,O15144,4,0.0339869647440842,0.0242753963920862,0.161495928310656,0.894954400188439,,,,
ad_eur,O15145,1,,,,,-0.00526188740574324,0.039169572638481,0.893136812734622,0.677968702036605
ad_eur,O15155,3,0.00983598001949897,0.0163577589417055,0.547637764556923,0.945334763038493,,,,
ad_eur,O15160,2,0.0408226783016747,0.0204850609360331,0.0462830904474159,0.656452193004586,,,,
ad_eur,O15173,2,0.0526366914246786,0.0396708509615227,0.184563120646367,0.91036389705861,,,,
ad_eur,O15211,2,-0.0462192783111605,0.0318233698150563,0.146399009175034,0.873659636729442,,,,
ad_eur,O15212,3,0.00034913597788589,0.0245492618760035,0.98865298608912,0.952775243306811,,,,
ad_eur,O15217,3,-0.0140830939462074,0.0150924295728007,0.350756438214975,0.945334763038493,,,,
ad_eur,O15228,5,-0.0149544958771349,0.0173761510182824,0.38943998607938,0.945334763038493,,,,
ad_eur,O15230,3,0.0209862491860245,0.0413959182233501,0.612179927466707,0.945334763038493,,,,
ad_eur,O15254,3,0.00826562777236172,0.021194066071341,0.696538570375444,0.945334763038493,,,,
ad_eur,O15258,4,0.0254505635473642,0.0305920567420282,0.405446357667377,0.945334763038493,,,,
ad_eur,O15260,2,0.00122876665774916,0.0300765723155459,0.967411802503928,0.951926090860146,,,,
ad_eur,O15264,3,-0.0326034834999512,0.0527355301989548,0.536413780500082,0.945334763038493,,,,
ad_eur,O15269,1,,,,,-0.010294472824576,0.0484520907399654,0.831742680609912,0.665420356361375
ad_eur,O15270,6,0.00169248219819537,0.0141873586265657,0.90504157478796,0.948992421090386,,,,
ad_eur,O15296,5,0.0118929736631079,0.0274747910847578,0.66511025104244,0.945334763038493,,,,
ad_eur,O15305,5,0.00185633173305185,0.0213339337346148,0.93066109842907,0.949165525314827,,,,
ad_eur,O15321,4,-0.00698431670491664,0.016502253838655,0.67212446285812,0.945334763038493,,,,
ad_eur,O15355,3,0.0377264431041107,0.0250672160141369,0.132321174204911,0.859509562263793,,,,
ad_eur,O15357,4,0.0346956325106316,0.0273786454607345,0.20506533747777,0.912233844422295,,,,
ad_eur,O15371,3,0.00843543080982155,0.0319553740967511,0.791798919157262,0.945334763038493,,,,
ad_eur,O15372,4,-0.00553820786982454,0.0219146279055463,0.800486598044091,0.945334763038493,,,,
ad_eur,O15382,4,0.00812236050695921,0.0205052949478502,0.692023589169105,0.945334763038493,,,,
ad_eur,O15400,3,-0.00295975211241796,0.0210811204213175,0.888345351803768,0.948992421090386,,,,
ad_eur,O15439,4,-0.0173842482062825,0.012954007754695,0.179596751579237,0.902132355250174,,,,
ad_eur,O15455,4,0.0233761617663738,0.0207152068773375,0.259128157811893,0.931125584941631,,,,
ad_eur,O15484,4,-0.043811264461358,0.0170233459960373,0.0100646878295935,0.441837928827742,,,,
ad_eur,O15498,2,-0.0209640534305272,0.0254602424563157,0.410278558173955,0.945334763038493,,,,
ad_eur,O15511,3,-0.0317874410013175,0.0243474610310628,0.191697062827027,0.91036389705861,,,,
ad_eur,O15514,2,0.0220855906996825,0.0347702456408162,0.525306785625579,0.945334763038493,,,,
ad_eur,O15530,3,-0.00117616484583724,0.0137668375677614,0.931915853106386,0.949165525314827,,,,
ad_eur,O15533,1,,,,,-0.00906759273736734,0.0390834238963796,0.816533276253549,0.665420356361375
ad_eur,O15540,2,-0.0248989421329706,0.0311415290542629,0.423976543648977,0.945334763038493,,,,
ad_eur,O43143,6,-0.0262112880590537,0.0391846357811372,0.50354811515511,0.945334763038493,,,,
ad_eur,O43148,4,-0.0727126861921955,0.0322212644963613,0.0240288478507719,0.551168849775228,,,,
ad_eur,O43149,2,-0.0110618887197982,0.019111290188367,0.562714457569149,0.945334763038493,,,,
ad_eur,O43155,2,0.00722754510942375,0.0210201650807331,0.730967634564051,0.945334763038493,,,,
ad_eur,O43157,1,,,,,-0.0167958956056212,0.084174125047896,0.841842301840957,0.665420356361375
ad_eur,O43169,2,-0.0475437482357039,0.0644582712178371,0.460763898349147,0.945334763038493,,,,
ad_eur,O43172,2,-0.0161070413661714,0.0154631113285343,0.297577234053604,0.933122220846645,,,,
ad_eur,O43175,1,,,,,0.124327122726392,0.0836646079999944,0.137274330621022,0.599995192693519
ad_eur,O43181,3,-0.0183451527131288,0.0305689690877543,0.548424019429432,0.945334763038493,,,,
ad_eur,O43237,3,-0.0350599110391869,0.0522209391647353,0.501980715583487,0.945334763038493,,,,
ad_eur,O43240,4,-0.0125089909261261,0.0174137560144359,0.472547904852899,0.945334763038493,,,,
ad_eur,O43242,3,0.108904199245476,0.0532970038867013,0.0410182369492841,0.633878176928468,,,,
ad_eur,O43252,2,-0.0107636616165339,0.0343533288624037,0.754035862497452,0.945334763038493,,,,
ad_eur,O43264,4,-0.00367213930393283,0.016703936489693,0.825998288275815,0.945334763038493,,,,
ad_eur,O43272,2,0.000893964807740575,0.0165113411830015,0.95682165505253,0.95075121750075,,,,
ad_eur,O43278,2,0.00280153193073427,0.0263965407205368,0.915477193246904,0.949165525314827,,,,
ad_eur,O43281,6,-0.0171933085570186,0.0124365736252472,0.166824509091988,0.897410956767595,,,,
ad_eur,O43290,2,-0.0878831324190062,0.047884231576871,0.066457533217404,0.737904704271057,,,,
ad_eur,O43292,2,0.00384596366061194,0.024657161463248,0.876050716302944,0.946794385798107,,,,
ad_eur,O43293,6,0.00368575861659463,0.0110309934828491,0.738283326027586,0.945334763038493,,,,
ad_eur,O43294,1,,,,,-0.0783110800826134,0.0424013993302529,0.0647618547129866,0.599995192693519
ad_eur,O43301,2,-0.0305791437047305,0.0400803734970713,0.445495853060628,0.945334763038493,,,,
ad_eur,O43314,3,-0.0265981040599514,0.0204192617813854,0.19271179835082,0.91036389705861,,,,
ad_eur,O43324,3,0.00232190192063979,0.0131794503369337,0.860155730047598,0.945334763038493,,,,
ad_eur,O43390,3,0.0304228691735689,0.0261682214592328,0.244996563388434,0.925345052281867,,,,
ad_eur,O43395,1,,,,,0.196584453138289,0.15022531481846,0.190670769437443,0.599995192693519
ad_eur,O43396,4,-0.00434160750082665,0.01137619647339,0.702728678980591,0.945334763038493,,,,
ad_eur,O43399,2,-0.0132117776308214,0.0219658364802489,0.547527412941277,0.945334763038493,,,,
ad_eur,O43402,6,-0.00267628158469849,0.0121917876100349,0.826248811678851,0.945334763038493,,,,
ad_eur,O43405,2,-0.0250633492653127,0.0181255843272448,0.166738192149118,0.897410956767595,,,,
ad_eur,O43414,2,0.0828955393048386,0.0564079716305706,0.141677883099005,0.865438018971499,,,,
ad_eur,O43427,2,0.00639751745233495,0.0550546215348782,0.907491583399755,0.948992421090386,,,,
ad_eur,O43432,3,-0.00116154892427308,0.0227150008289245,0.959217337616784,0.95143094288917,,,,
ad_eur,O43447,3,0.010875024914133,0.0353007194051991,0.75803052786948,0.945334763038493,,,,
ad_eur,O43451,2,0.0105333085027832,0.0203402818447096,0.6045597205626,0.945334763038493,,,,
ad_eur,O43464,3,-0.00949888607446467,0.0261896185502402,0.716831526398034,0.945334763038493,,,,
ad_eur,O43474,3,-0.00484466669952452,0.0245517343876048,0.843573353450658,0.945334763038493,,,,
ad_eur,O43488,4,0.00191002448233838,0.0182825623154856,0.916794412758484,0.949165525314827,,,,
ad_eur,O43491,2,-0.0059678608028827,0.0268460451416708,0.824080787965196,0.945334763038493,,,,
ad_eur,O43504,3,-0.0209074246036654,0.0209808478802527,0.319007042756392,0.942578991033187,,,,
ad_eur,O43505,3,-0.025833419703749,0.0189393585828336,0.172565328979899,0.897410956767595,,,,
ad_eur,O43556,3,-0.00928446820515947,0.0212776803647213,0.662584433618733,0.945334763038493,,,,
ad_eur,O43570,3,0.00359266598326305,0.0321573552188616,0.911044280286012,0.948992421090386,,,,
ad_eur,O43583,1,,,,,-0.00503239573126001,0.024538133818395,0.837505952597237,0.665420356361375
ad_eur,O43586,3,0.000348742376966897,0.0143842833059032,0.980657437376355,0.952015415338449,,,,
